ids,score
222362,0.1158
20244,0.4875
109137,0.5598
130484,0.1831
204026,0.1424
88708,0.5696
62262,0.5353
771,0.3457
172913,0.6139
303877,0.0001
154722,0.6182
46001,0.1088
23244,0.6649
93456,0.4582
102833,0.3711
220296,0.1887
109804,0.0939
140998,0.3437
130107,0.5062
115038,0.3873
198527,0.0037
64418,0.6963
282141,0.1363
253491,0.2891
135829,0.3773
210335,0.1314
54077,0.22
286277,0.226
141487,0.4404
83668,0.1753
154318,0.6666
57402,0.5575
88822,0.0106
173408,0.0572
196781,0.3369
142046,0.4069
199727,0.106
107726,0.2657
61043,0.0997
79182,0.3274
256754,0.1401
279941,0.0722
192341,0.0681
109660,0.402
720,0.0081
175708,0.3434
159867,0.6738
268225,0.048
232032,0.0245
21731,0.3353
151607,0.3426
92552,0.5153
16255,0.309
169506,0.2864
7064,0.2769
186829,0.0503
215762,0.2533
55055,0.3415
52487,0.7497
194455,0.1654
188599,0.1062
84690,0.4693
40498,0.4633
294235,0.1031
175453,0.4679
168158,0.6786
156713,0.6354
122730,0.3639
204430,0.0475
267005,0.0996
204835,0.1071
193143,0.3882
130623,0.5243
240884,0.0125
136922,0.5282
52542,0.5755
39184,0.3047
232437,0.1692
144511,0.3526
40324,0.619
251678,0.0519
216985,0.19
33768,0.3441
37981,0.5002
101562,0.336
190106,0.0269
286327,0.1908
97762,0.4574
174096,0.0598
216950,0.0391
258374,0.2151
11124,0.5898
107087,0.2548
36337,0.3724
228396,0.3845
224532,0.0365
17254,0.7014
6315,0.6523
276514,0.0604
177671,0.1418
255061,0.0081
178943,0.002
38545,0.0023
100080,0.5725
57001,0.0299
293030,0.092
276376,0.1352
125475,0.4515
10596,0.4802
137356,0.6945
109540,0.3471
259861,0.1897
41184,0.5022
226885,0.1719
116204,0.3203
201381,0.0154
213434,0.0361
105658,0.4937
21789,0.5548
262323,0.0295
233777,0.0922
303012,0.0565
117509,0.064
63050,0.517
45654,0.0948
298627,0.0998
157792,0.3187
184950,0.1431
79286,0.1993
160733,0.606
200313,0.2594
162724,0.1898
15157,0.3394
128432,0.3651
114781,0.1737
274344,0.575
277598,0.1003
8623,0.5781
70766,0.2037
219512,0.4112
67203,0.0039
24433,0.3077
51205,0.3237
175122,0.0134
116681,0.0199
294514,0.1134
282739,0.0609
276607,0.1334
162575,0.6795
85937,0.3522
197063,0.1478
271963,0.0004
90862,0.1655
173667,0.1962
61239,0.1182
302359,0.1843
302520,0.0385
131552,0.31
256440,0.0048
149401,0.1763
251280,0.1044
193071,0.0716
99166,0.0848
39921,0.6228
84784,0.484
88820,0.378
143798,0.5631
60060,0.5168
148348,0.3867
285171,0.1581
140010,0.1613
281853,0.0004
131207,0.3172
4775,0.489
86457,0.0072
13306,0.5622
37712,0.2754
189641,0.226
264084,0.159
78682,0.2771
63661,0.5718
105565,0.2694
282,0.4512
273853,0.1278
573,0.7826
108483,0.1839
233356,0.0287
218454,0.0449
284266,0.1039
184924,0.0
99470,0.3161
211164,0.0142
237440,0.2519
42470,0.3942
198135,0.0006
182753,0.09
135609,0.4272
169937,0.8279
214930,0.0342
111476,0.3768
93060,0.3374
3698,0.1545
216584,0.0254
234930,0.1214
34918,0.4474
211433,0.2104
119087,0.0983
81967,0.2195
252402,0.2517
285007,0.1636
231920,0.1267
285793,0.2371
257476,0.0612
53009,0.3339
46261,0.4527
299184,0.176
303201,0.0085
9393,0.1033
221172,0.1182
188194,0.076
146594,0.336
209391,0.2625
176125,0.0165
13444,0.3537
139763,0.39
207005,0.2109
47318,0.6299
268521,0.0037
17298,0.4631
256191,0.0201
209939,0.1068
104757,0.3525
235185,0.2218
226539,0.0935
111628,0.0165
4821,0.1192
240800,0.2176
70754,0.7789
300032,0.2028
206006,0.0562
8429,0.4115
252744,0.0932
229850,0.1292
225685,0.3843
163874,0.3974
224359,0.1358
290841,0.0309
108428,0.49
129178,0.4474
107602,0.4632
107346,0.4707
141943,0.2248
63127,0.8156
53199,0.3551
46948,0.3432
264874,0.115
98177,0.439
19216,0.3136
290196,0.0425
57279,0.1063
169462,0.2567
42156,0.0998
237971,0.0028
91804,0.3603
65890,0.7905
108086,0.2088
104248,0.3875
267115,0.1938
142544,0.4405
257159,0.0369
20248,0.1992
56912,0.0661
80300,0.363
49159,0.3913
2555,0.7673
117821,0.3494
124586,0.1433
11963,0.4679
38323,0.6607
15923,0.5179
240109,0.3892
209348,0.0355
203010,0.1272
64934,0.833
122800,0.378
69714,0.2321
69675,0.5286
92979,0.2977
956,0.4977
220353,0.3495
213039,0.2852
58530,0.2193
81233,0.0577
38583,0.648
272557,0.3005
116920,0.3116
136236,0.5906
258492,0.1287
158502,0.4766
197533,0.0565
4003,0.5028
99504,0.0413
22067,0.1932
25804,0.6183
267800,0.0012
254916,0.0226
6898,0.3986
63905,0.1938
205605,0.0648
140842,0.3457
134795,0.2453
190029,0.0747
228694,0.0028
258942,0.0609
50768,0.2994
97719,0.4051
157252,0.6723
292557,0.2024
196369,0.0
245562,0.1416
66055,0.079
156977,0.7391
120929,0.3822
119902,0.4503
3254,0.0885
149505,0.4193
46593,0.0005
119668,0.5429
261235,0.364
270069,0.0125
76344,0.3017
152019,0.0947
246121,0.2343
28155,0.5542
249648,0.0169
270024,0.055
75802,0.1043
140405,0.0798
152281,0.4139
132863,0.4685
268191,0.1105
232325,0.0194
276092,0.2951
230882,0.0391
108393,0.4341
234624,0.0003
82773,0.3377
273171,0.1244
119976,0.4042
23472,0.1993
107792,0.4389
217028,0.0003
37905,0.463
269536,0.2254
205107,0.0006
194380,0.0689
145375,0.076
82516,0.5289
96413,0.6153
69104,0.4434
284873,0.0881
253355,0.064
234233,0.0278
242680,0.2607
292487,0.0243
262869,0.2748
108900,0.1246
152669,0.3394
60937,0.1416
39923,0.4633
51011,0.2601
152859,0.177
304098,0.0067
57535,0.5625
45553,0.6096
201591,0.1293
39879,0.2195
136356,0.3918
228684,0.1062
292575,0.5841
188938,0.0018
31443,0.0885
193928,0.0062
283701,0.03
289990,0.0004
57807,0.2861
99134,0.1674
150881,0.1321
192651,0.0085
64839,0.557
240467,0.143
260934,0.0047
221837,0.1887
16313,0.6514
105639,0.0243
110843,0.5614
240498,0.0164
283106,0.0702
98091,0.1072
48642,0.5159
200760,0.1065
116464,0.0169
30215,0.41
287875,0.1071
56661,0.286
126913,0.4117
20093,0.7847
102742,0.4607
290808,0.0448
275880,0.0868
46949,0.3199
153997,0.2175
278116,0.0028
164284,0.9111
111415,0.4862
43574,0.7221
238339,0.0981
9958,0.7157
262228,0.2349
975,0.6442
302097,0.1499
128858,0.5189
284078,0.0638
159935,0.2366
34955,0.6554
253513,0.0578
241513,0.0929
201967,0.0849
101905,0.2498
118248,0.1495
7988,0.5466
215279,0.2592
31002,0.5618
263161,0.1329
138986,0.3144
55727,0.169
108902,0.4673
189368,0.0985
90508,0.2475
184,0.6569
275230,0.0687
177595,0.0682
110512,0.3021
167703,0.6844
125001,0.0532
230141,0.0674
141482,0.5572
180460,0.0745
121347,0.1899
128839,0.3794
85882,0.3678
209881,0.0288
245812,0.2027
31227,0.5689
107598,0.3494
296990,0.2564
127926,0.5476
199048,0.0661
247756,0.0996
212023,0.1959
286175,0.1724
301072,0.3064
79268,0.5636
37039,0.6157
178865,0.0637
143214,0.1908
19827,0.5567
69908,0.3046
165099,0.8114
217847,0.1936
120328,0.1976
236453,0.1482
99808,0.334
32119,0.6578
5915,0.8668
156077,0.7095
33697,0.7972
251596,0.0171
57299,0.2471
27353,0.1196
291622,0.1712
146301,0.2701
178682,0.1302
73906,0.5195
111306,0.3539
205851,0.1599
289497,0.2341
283496,0.1338
256895,0.0729
283175,0.1529
150833,0.1176
42476,0.8021
179476,0.0551
180848,0.0511
206458,0.34
128276,0.0505
265357,0.0699
271967,0.1655
131089,0.3779
137294,0.435
81753,0.4354
266382,0.057
170880,0.3305
120509,0.066
10593,0.7505
180898,0.0425
121224,0.5327
37353,0.1429
6931,0.7091
182477,0.4699
161703,0.6222
265900,0.0995
125019,0.3471
241913,0.2753
174672,0.0265
292986,0.0212
280930,0.0349
164339,0.7196
192168,0.1956
180557,0.0669
29566,0.4637
159434,0.6234
294912,0.1753
220654,0.4322
12449,0.4675
73449,0.7191
165675,0.7789
291754,0.155
77246,0.3314
55630,0.5615
914,0.5042
221092,0.2087
260957,0.0065
185135,0.0004
262352,0.1663
201185,0.0004
272680,0.2135
16534,0.2565
147357,0.3794
206181,0.0024
241841,0.089
72431,0.3432
170327,0.0113
204615,0.013
205676,0.0895
47260,0.0268
209514,0.0233
126991,0.1302
93608,0.4708
157131,0.5362
192887,0.1353
86375,0.1634
197411,0.0036
124615,0.2531
74810,0.3078
6114,0.4887
109590,0.5681
36499,0.2087
208565,0.2755
54303,0.0711
226721,0.0491
243385,0.1429
250776,0.1094
130406,0.4569
165631,0.1556
38848,0.3437
180577,0.1008
167672,0.7924
177489,0.1272
141908,0.2088
50718,0.0037
228191,0.079
152420,0.1893
129705,0.4695
256108,0.4514
23990,0.1914
89939,0.2829
198206,0.0028
120853,0.3587
301148,0.0372
201327,0.0449
72292,0.5418
192998,0.0444
63030,0.2816
190575,0.0176
202903,0.2041
140397,0.5725
13258,0.558
62550,0.1746
301090,0.1234
106729,0.074
295113,0.0037
252986,0.1541
102834,0.1433
261464,0.0091
80371,0.691
188101,0.076
141733,0.3824
178192,0.1149
202332,0.0194
151115,0.1345
90284,0.4699
124986,0.2209
146945,0.2307
231660,0.0648
156908,0.7377
23675,0.2239
139335,0.2603
159250,0.6487
303069,0.1082
252288,0.0577
271388,0.1915
168050,0.5667
109758,0.4806
103353,0.4516
154647,0.743
56933,0.3371
87803,0.5162
92266,0.4294
111012,0.1837
133546,0.5261
84656,0.5348
35235,0.1908
30593,0.6832
269293,0.0286
177743,0.0004
109560,0.363
146175,0.5093
260580,0.0276
74696,0.2024
96493,0.2495
203589,0.0067
239230,0.0163
93311,0.3932
20694,0.3829
273378,0.1946
259168,0.4107
185367,0.3682
116078,0.2699
185408,0.0791
301533,0.0158
169651,0.0324
117250,0.5336
245001,0.0538
82470,0.2756
148936,0.5556
78151,0.5285
45944,0.5623
251778,0.2694
47970,0.6326
256051,0.0174
40706,0.6301
42686,0.0621
268036,0.2362
281404,0.6031
228070,0.2413
128137,0.3039
204313,0.1243
303760,0.1972
45015,0.1781
76145,0.2142
131330,0.3924
304622,0.0536
38342,0.175
193367,0.0586
73330,0.6597
77516,0.4459
187291,0.4347
292552,0.0512
34816,0.1893
69545,0.3819
167997,0.6498
182927,0.1373
159655,0.6877
138272,0.4209
49286,0.2851
22566,0.2014
176503,0.2351
94170,0.2507
18446,0.3343
299133,0.2022
209989,0.1241
182968,0.1157
127946,0.2802
231116,0.3875
216163,0.2524
104303,0.0511
198440,0.078
272110,0.0002
219030,0.0182
233204,0.3749
114662,0.2793
213422,0.0083
156452,0.7661
174211,0.1757
292131,0.0575
124876,0.2821
228626,0.4323
195040,0.2162
77324,0.4734
254861,0.4505
125970,0.4456
82622,0.4129
179485,0.1021
112632,0.226
210807,0.16
15821,0.1335
205405,0.0669
235646,0.128
42591,0.1524
146716,0.235
28209,0.5597
25689,0.5966
283723,0.1732
230079,0.0787
179489,0.0459
110888,0.5866
183582,0.0511
124587,0.2475
82391,0.2288
109311,0.3397
293163,0.0798
1344,0.6285
262422,0.1966
266299,0.2257
47140,0.6122
44073,0.1839
246114,0.1058
187562,0.0081
145691,0.4979
243513,0.0708
15042,0.6704
60059,0.1298
30567,0.7841
54210,0.1856
284835,0.0441
53146,0.3525
71725,0.2155
127321,0.4499
97833,0.4388
144904,0.1977
246783,0.0658
201452,0.0531
219533,0.055
191902,0.0433
199033,0.0698
30428,0.0031
118998,0.6784
182066,0.1568
68731,0.8884
189690,0.3219
14378,0.3495
73893,0.2562
159035,0.7206
222956,0.0044
43075,0.4741
154585,0.7887
4820,0.3495
51286,0.5403
168107,0.7908
25497,0.449
221423,0.2475
153709,0.5739
301624,0.1173
35012,0.0832
162379,0.2742
93333,0.3566
223470,0.0222
300093,0.0995
264023,0.2672
171221,0.6748
172117,0.077
295992,0.013
56346,0.6899
155599,0.5148
56729,0.2631
184647,0.2252
182726,0.256
201916,0.0425
42959,0.5773
88874,0.1706
26248,0.1099
44967,0.1528
74656,0.5471
234459,0.3057
55469,0.3326
160373,0.7149
300725,0.0011
199618,0.0632
216273,0.0023
120932,0.3986
236790,0.2288
277214,0.0003
224245,0.4617
286246,0.4435
31200,0.4929
154668,0.7182
232173,0.0004
51588,0.0004
268452,0.0331
173735,0.0146
293980,0.0572
303949,0.3134
39888,0.5
283580,0.0194
283292,0.1344
249650,0.0957
53091,0.4613
109961,0.3183
164091,0.7938
43108,0.435
263204,0.0486
101608,0.1692
120269,0.4004
240201,0.1111
96780,0.3322
305768,0.2289
102422,0.2421
92789,0.3172
152773,0.2631
4107,0.6407
169069,0.7557
188044,0.4209
230332,0.1185
210459,0.0571
82714,0.3229
206756,0.1978
123144,0.2418
202452,0.1654
142015,0.1991
282255,0.0004
298479,0.03
32785,0.4949
147915,0.0576
207437,0.2848
230732,0.3046
188819,0.2364
127552,0.2009
169844,0.1692
254802,0.0713
156675,0.7982
90615,0.464
285138,0.3471
83338,0.145
290588,0.0025
120889,0.5301
241215,0.0051
74542,0.4661
103332,0.1932
209526,0.0006
58400,0.0002
181953,0.0771
43179,0.7443
166561,0.8029
161032,0.6068
182306,0.0911
135531,0.5946
80149,0.4345
97055,0.1744
61728,0.0006
20832,0.7677
160501,0.4388
252704,0.1487
229298,0.1082
42502,0.3936
140177,0.3743
185567,0.0951
170008,0.0839
197561,0.0587
102433,0.344
87420,0.5148
254978,0.4515
149448,0.3909
190276,0.2726
301102,0.0
165916,0.5396
201843,0.1469
16178,0.0423
245483,0.1157
174332,0.2184
164792,0.6399
135592,0.6662
83609,0.1834
256941,0.0134
128740,0.3703
112713,0.3049
40076,0.1478
188228,0.1011
140719,0.1418
150490,0.1852
178614,0.5173
76209,0.16
113282,0.6156
85247,0.4636
183273,0.0542
1001,0.7153
116803,0.4688
194342,0.2014
277143,0.0246
124652,0.2848
296231,0.0825
186577,0.0603
176619,0.0146
218952,0.0532
99072,0.4065
73480,0.6352
259229,0.1429
159073,0.6158
302660,0.2639
21185,0.6309
188563,0.0
237667,0.1734
229978,0.3364
226921,0.2585
123553,0.3352
165459,0.7911
218867,0.1401
281105,0.1991
135937,0.4756
142755,0.3229
223057,0.0995
76036,0.1533
156839,0.7191
234041,0.0995
43296,0.3832
16317,0.7554
119243,0.3649
280035,0.1276
43180,0.6816
129169,0.2858
31949,0.2281
30910,0.71
155385,0.5337
183522,0.0083
6527,0.2151
273523,0.2752
101731,0.5788
241960,0.4225
237739,0.103
247755,0.0059
112788,0.4614
86908,0.2475
168647,0.8488
225667,0.0347
272931,0.2384
193971,0.0051
238331,0.2422
88615,0.2252
273628,0.006
58821,0.4906
119536,0.3868
134988,0.2267
25958,0.2193
291069,0.152
266713,0.2446
279868,0.2276
96702,0.4759
183781,0.099
293909,0.0004
177770,0.0511
278006,0.1318
91937,0.3147
220176,0.0874
258357,0.1939
288468,0.0386
287689,0.0411
51136,0.6286
111426,0.2086
269241,0.0839
58426,0.6905
92647,0.1316
177493,0.1633
180357,0.2676
191499,0.0893
572,0.1946
228778,0.2374
262213,0.1063
19937,0.2508
262922,0.0006
99387,0.5308
202946,0.0049
26636,0.5968
92529,0.0024
136350,0.3785
7635,0.4792
12258,0.71
206672,0.252
184570,0.022
128762,0.5825
70883,0.2027
235609,0.0726
106922,0.4635
284172,0.055
163582,0.3196
224403,0.1063
126032,0.395
89419,0.0698
42190,0.4334
22288,0.1926
217781,0.0002
225863,0.0968
110552,0.3047
201807,0.3385
268602,0.0184
23414,0.7471
161490,0.5261
173873,0.2049
286035,0.0931
234425,0.0798
145414,0.2242
142207,0.4969
163419,0.5744
212629,0.0243
116022,0.4712
129287,0.2771
26089,0.6023
271613,0.0542
222139,0.1177
106351,0.4774
303174,0.1924
143152,0.5439
98703,0.2114
173787,0.048
130582,0.4607
234038,0.0899
113661,0.3248
72528,0.5231
137037,0.5374
205825,0.0012
243748,0.0849
241908,0.225
53206,0.3002
239041,0.0366
112758,0.2356
271321,0.1891
189112,0.3464
148799,0.329
150479,0.3304
257623,0.034
295298,0.0824
207761,0.1182
12209,0.5487
127654,0.3072
184929,0.0511
187171,0.2649
207724,0.1782
19451,0.1204
295052,0.486
132291,0.0202
267638,0.218
304711,0.2122
289791,0.0104
244510,0.0839
244835,0.1351
270408,0.2502
287599,0.0076
187846,0.1752
263304,0.0893
80298,0.563
258744,0.0
42963,0.3633
76919,0.3134
120448,0.3326
2893,0.3736
246512,0.1514
113986,0.5493
40918,0.1848
218804,0.0653
275252,0.0027
38103,0.5705
239578,0.3091
162713,0.3037
137341,0.007
128519,0.2151
256831,0.2781
82963,0.2583
156879,0.6971
134737,0.2605
243437,0.0651
46315,0.4967
216122,0.1839
183972,0.0286
11439,0.6031
230641,0.1116
280430,0.0041
108805,0.378
172729,0.7478
230153,0.0628
132423,0.5456
67521,0.3957
244801,0.254
204898,0.0305
59994,0.6006
149065,0.1621
211801,0.0006
65255,0.3413
43560,0.601
140662,0.442
6756,0.5706
225595,0.0551
48592,0.7091
54266,0.144
146610,0.006
230860,0.0072
204955,0.072
226532,0.3116
276595,0.1305
30940,0.682
196069,0.2618
292135,0.0148
168421,0.8803
255242,0.1281
300156,0.0761
112350,0.0221
296264,0.1611
107911,0.4367
66599,0.0536
88908,0.5596
208953,0.3506
7634,0.6472
156418,0.8333
110052,0.1328
93375,0.2939
231042,0.0751
54916,0.0036
292001,0.25
171459,0.7725
117555,0.2844
178673,0.083
161129,0.374
181572,0.0925
60716,0.329
187193,0.055
116813,0.6276
58601,0.4553
255804,0.0047
121195,0.1908
104359,0.0554
133110,0.4714
137554,0.2989
103967,0.3321
105456,0.3407
285149,0.2725
103851,0.1718
47415,0.6216
223311,0.336
9597,0.3525
13916,0.1906
110643,0.1925
246593,0.1337
173692,0.0006
283012,0.0628
168351,0.7937
124272,0.5686
26581,0.1099
283560,0.1289
132930,0.1413
82567,0.2121
142036,0.1938
146696,0.1053
105221,0.0962
161332,0.2032
95074,0.225
277667,0.0939
266133,0.2536
146259,0.0538
215197,0.3876
19774,0.2023
300706,0.1221
271273,0.118
217280,0.0481
161223,0.1898
285207,0.3576
15164,0.2565
289515,0.1596
196627,0.0619
203807,0.1545
229439,0.3204
297576,0.0636
31329,0.062
299834,0.1265
12017,0.4032
288,0.0845
147977,0.3603
279420,0.0233
241489,0.0138
164082,0.7557
81877,0.4088
226196,0.1694
206499,0.075
261657,0.2231
117065,0.3603
259545,0.2323
43518,0.3909
11635,0.1381
191317,0.3288
74227,0.6324
81364,0.2339
95188,0.36
132337,0.464
85896,0.1795
170889,0.8392
257521,0.169
161801,0.5681
84524,0.2502
92021,0.6317
289889,0.0146
153484,0.1366
274619,0.1487
225336,0.1241
250256,0.0144
87435,0.1933
244399,0.0336
269712,0.1106
88307,0.2799
271113,0.0754
220873,0.6084
97339,0.2307
24106,0.8124
55064,0.2358
4020,0.3034
253451,0.1581
300021,0.3736
29015,0.369
106591,0.2096
38782,0.6078
20379,0.2823
78776,0.0595
262196,0.554
2409,0.6358
158228,0.0085
108969,0.1932
5378,0.4616
162731,0.0115
189055,0.0637
72856,0.6117
141243,0.275
291035,0.2176
144903,0.3754
182318,0.1025
111895,0.3754
53942,0.6918
862,0.1686
35166,0.3923
95548,0.1939
160978,0.311
34197,0.8907
72476,0.6896
133826,0.4937
138043,0.4479
13522,0.3053
251621,0.0551
101277,0.4922
157340,0.2697
122195,0.3049
270000,0.1644
112461,0.4528
251821,0.3795
41050,0.4607
214084,0.256
175484,0.1548
91996,0.1412
294493,0.0004
303784,0.1087
221185,0.0027
290918,0.0006
101990,0.3019
260913,0.017
234918,0.0028
235222,0.0037
45073,0.1218
17523,0.5365
247018,0.2083
265510,0.1381
187413,0.2329
110018,0.3082
61450,0.3885
28420,0.5096
37684,0.5383
216723,0.023
271635,0.2064
217976,0.4861
264526,0.2642
16686,0.4549
222220,0.2656
292725,0.0267
99966,0.5163
193736,0.0377
149087,0.551
290474,0.2158
243793,0.0436
42920,0.4082
292508,0.007
254993,0.1583
15362,0.0092
258825,0.0239
297125,0.0
95303,0.3924
108855,0.1167
77275,0.4007
148223,0.1267
283328,0.0849
209194,0.0572
278624,0.105
201002,0.4522
106689,0.5977
184267,0.4224
20672,0.2145
264965,0.5539
170847,0.7868
261382,0.0444
68703,0.536
217555,0.0501
279912,0.0395
219455,0.2643
144240,0.1013
72284,0.6178
272959,0.0223
134465,0.3813
180671,0.0751
111399,0.5201
96545,0.5418
287992,0.1794
115459,0.3547
124457,0.1887
91436,0.1723
174612,0.2594
137610,0.3248
26531,0.1638
253786,0.0021
291611,0.5438
128355,0.4823
225752,0.1157
301034,0.1946
215368,0.0229
152093,0.1849
104632,0.5537
304242,0.0895
34181,0.5907
214641,0.3634
41831,0.5153
125729,0.234
29532,0.3756
35873,0.0085
116772,0.7789
162671,0.6106
75749,0.077
156747,0.6369
17137,0.402
33147,0.514
98456,0.0174
149000,0.0713
101107,0.3386
172126,0.8098
278235,0.3572
97113,0.3582
16100,0.1128
23080,0.231
217083,0.0407
150565,0.3743
287008,0.2236
223604,0.1445
191314,0.0008
220819,0.0908
18144,0.4291
143529,0.575
286859,0.1778
159796,0.5927
223916,0.0043
256005,0.1075
60996,0.4403
217023,0.0884
182015,0.1486
258889,0.1666
149148,0.1784
116322,0.6162
12815,0.4861
51968,0.7243
7396,0.5185
191038,0.3832
228250,0.0721
222414,0.0621
158617,0.0608
243066,0.1374
163062,0.5024
196730,0.022
7172,0.0995
252544,0.3679
157686,0.7719
129595,0.315
226079,0.4342
46324,0.4918
11151,0.6945
198253,0.4077
169853,0.595
155606,0.6368
300100,0.3248
135407,0.5356
39038,0.2872
298669,0.1229
153692,0.5773
73023,0.8388
25127,0.3133
89014,0.1157
268274,0.3625
220200,0.1077
94908,0.2701
270331,0.0006
81415,0.4382
49863,0.6354
134040,0.3923
289801,0.0903
288008,0.0839
83158,0.3859
123950,0.7127
125566,0.4564
126695,0.181
165310,0.5887
295182,0.1451
253191,0.0181
10233,0.4582
295756,0.1766
113776,0.2192
58261,0.4349
823,0.1785
152776,0.53
110051,0.2529
1776,0.8053
139060,0.2008
38414,0.1695
89832,0.4714
174665,0.1261
219357,0.5312
99107,0.1967
77549,0.4493
83726,0.2803
132722,0.1947
273846,0.1093
243810,0.1024
59804,0.4285
62706,0.2559
220667,0.0837
219976,0.5028
27068,0.0829
216811,0.0768
112609,0.4822
163872,0.5886
128050,0.3283
261797,0.0035
50170,0.4099
234764,0.115
171092,0.8495
118368,0.3161
118550,0.269
102881,0.3369
214755,0.3152
105113,0.3407
255979,0.1898
239298,0.0755
101551,0.22
22749,0.2084
282072,0.1594
249419,0.0644
138449,0.1822
242443,0.0002
35278,0.6267
70168,0.1972
189505,0.0076
242309,0.0706
138328,0.1093
45617,0.5618
138403,0.4484
214433,0.1549
287095,0.002
233393,0.1834
171595,0.1036
302871,0.1708
208482,0.1852
251756,0.2976
132584,0.5969
232471,0.0551
64795,0.2675
217189,0.0502
218540,0.1476
189959,0.0935
117584,0.3425
262946,0.1379
108343,0.2395
262435,0.469
1395,0.1279
231630,0.3452
77848,0.076
59505,0.0684
121270,0.002
289656,0.0221
87105,0.0897
157471,0.5542
147633,0.3442
19778,0.3289
103112,0.2191
60091,0.3812
151644,0.4552
293498,0.0846
305399,0.0322
1844,0.7163
33207,0.2633
117114,0.2875
252349,0.0106
52103,0.3057
47920,0.0848
191683,0.2118
96649,0.1927
108355,0.0139
81399,0.5227
138070,0.2086
214144,0.0814
7784,0.5184
4299,0.6988
217303,0.0415
242009,0.1068
5168,0.0092
126424,0.2785
236027,0.0
244577,0.0493
45059,0.6123
282009,0.1424
238706,0.1385
3790,0.4837
207370,0.0004
132185,0.4924
274242,0.217
46571,0.635
220994,0.064
142118,0.5189
236388,0.0308
32742,0.738
247334,0.0028
201450,0.2627
286069,0.1514
130298,0.4516
188146,0.3915
21398,0.3612
169973,0.5111
149075,0.2334
211047,0.212
60711,0.1023
13493,0.2893
124451,0.3062
23205,0.7282
218324,0.0037
204066,0.1985
245833,0.0988
283465,0.2192
198618,0.0232
175918,0.0756
268702,0.1188
244579,0.1173
36237,0.3462
100598,0.2133
289285,0.0433
128899,0.1908
283255,0.0041
303314,0.2818
300720,0.503
95843,0.284
108170,0.2217
220945,0.0035
125564,0.1114
182074,0.0951
27271,0.1932
124220,0.3385
44287,0.4804
4904,0.2339
95341,0.4761
2740,0.4839
300107,0.1024
59425,0.0498
135801,0.1913
246086,0.0004
209994,0.0007
282285,0.1114
290657,0.2323
20903,0.6317
41444,0.314
174201,0.0135
54229,0.534
129059,0.4124
65945,0.5979
98599,0.4034
132062,0.6967
70599,0.4597
116962,0.4959
260634,0.3931
79860,0.0478
29585,0.5117
54394,0.4017
246919,0.0522
186843,0.0381
268701,0.0024
253329,0.3006
301414,0.0581
4414,0.5063
215871,0.0526
115240,0.1763
86653,0.6524
197428,0.0286
175820,0.0113
30009,0.3985
174927,0.2126
151202,0.2772
295464,0.1639
227320,0.2077
133626,0.3072
74378,0.1694
32235,0.2185
68191,0.4727
11248,0.4942
131968,0.2306
28470,0.5927
104661,0.1988
234576,0.0583
176886,0.1674
238,0.5204
4613,0.7521
245544,0.4239
246976,0.0001
57256,0.2854
89091,0.1486
4605,0.4541
49771,0.1
194391,0.1876
78617,0.2095
209544,0.1732
134923,0.5236
69027,0.1938
249880,0.0004
231455,0.0
144630,0.2544
29830,0.6883
18459,0.1752
264707,0.0716
115997,0.5906
133407,0.5083
243445,0.1975
78729,0.2278
90981,0.516
176748,0.1158
77696,0.4987
77881,0.0866
177393,0.0194
168545,0.6687
81566,0.1241
108462,0.3496
303732,0.0479
252974,0.0619
81514,0.2249
157579,0.2532
297443,0.1916
176996,0.0003
216072,0.1834
21201,0.5301
186081,0.0427
171385,0.7844
107477,0.1685
55458,0.4149
151018,0.307
28551,0.6916
53410,0.5364
6776,0.4734
162689,0.4678
177994,0.2596
197122,0.1267
126534,0.3998
300211,0.1762
272264,0.0775
262226,0.096
126139,0.2315
60084,0.8059
37860,0.3407
37213,0.421
60313,0.3167
145709,0.3213
57692,0.1832
176228,0.2686
211366,0.0479
244285,0.2671
130380,0.2721
174983,0.3007
42089,0.3969
34273,0.6322
143553,0.1873
175752,0.154
132579,0.2594
195467,0.0008
79649,0.1581
232144,0.0841
59075,0.2671
6248,0.643
197978,0.2128
44333,0.0748
1277,0.1418
281960,0.0373
166572,0.7304
204008,0.0463
299438,0.1196
52432,0.1985
61766,0.4668
190530,0.0298
5443,0.3372
117559,0.4607
237522,0.0774
94696,0.3712
280382,0.0846
259979,0.1816
32500,0.0039
186590,0.174
202093,0.143
217725,0.0066
173501,0.1834
126572,0.2872
146665,0.461
197575,0.0334
230984,0.1917
50069,0.113
238229,0.0025
79856,0.5711
280735,0.0562
64303,0.0829
305273,0.2402
172684,0.5934
241169,0.1077
161181,0.3462
48858,0.1053
206540,0.0832
296601,0.0896
158421,0.3957
90227,0.2077
146104,0.2088
140015,0.4278
182688,0.0405
188621,0.1679
246219,0.1898
39752,0.6707
118109,0.4069
283724,0.0308
275983,0.0638
208084,0.2027
305139,0.046
154820,0.526
226477,0.1072
114004,0.0038
140047,0.1541
245373,0.0517
286934,0.0018
276744,0.1482
301661,0.0288
89664,0.1269
34040,0.5586
300825,0.0014
12456,0.4494
191726,0.1775
42185,0.5762
138266,0.1033
116279,0.5663
271550,0.1079
78636,0.4288
216451,0.0011
21469,0.7358
270613,0.0638
21313,0.5134
302960,0.1357
297850,0.1013
67091,0.8181
